Wall time,Step,Value
1581104726.8812518,0,0.20026077330112457
1581106586.1817458,1,0.6720460057258606
1581108440.1085043,2,0.79550701379776
1581110294.2812028,3,0.8230164051055908
1581112143.4084396,4,0.8482814431190491
1581113991.0171325,5,0.8938312530517578
1581115840.4792318,6,0.8882737755775452
1581117685.6818202,7,0.9202291369438171
1581119535.6945446,8,0.934806764125824
1581121384.1192744,9,0.9393810033798218
1581123224.4911418,10,0.9469262957572937
1581125068.4409523,11,0.9491279125213623
1581126910.0186775,12,0.9668476581573486
1581128751.264176,13,0.9663773775100708
1581130590.2720585,14,0.967189610004425
1581132428.3484495,15,0.9768083095550537
1581134267.063,16,0.9812328815460205
1581136103.8525774,17,0.9774495363235474
1581137938.6587305,18,0.9753334522247314
1581139775.8063257,19,0.9859139919281006
1581141611.744222,20,0.9877094626426697
1581143445.022042,21,0.9889919757843018
1581145273.4282703,22,0.9876453280448914
1581147104.600863,23,0.9877094626426697
1581148941.9597983,24,0.9869613647460938
1581150780.7848377,25,0.9917706847190857
1581152614.0463934,26,0.9904454350471497
1581154449.3610663,27,0.9860422611236572
1581156284.0594707,28,0.9939295649528503
1581158112.3756244,29,0.9932669401168823
1581159947.0511534,30,0.9927966594696045
1581161783.256014,31,0.9906805753707886
1581163612.8414774,32,0.9957036375999451
1581165441.9556646,33,0.9954898953437805
1581167269.8592324,34,0.9951906800270081
1581169101.6134136,35,0.9948700666427612
1581170936.2573767,36,0.9966655373573303
1581172771.539274,37,0.9960029125213623
1581174602.4806414,38,0.9962807893753052
1581176438.2505724,39,0.9907019734382629
1581178274.9865437,40,0.9970716238021851
1581180105.7948322,41,0.9965800046920776
1581181937.687015,42,0.992732584476471
1581183770.3960025,43,0.9961739182472229
1581185599.6216161,44,0.9975846409797668
1581187427.3993146,45,0.9982686638832092
1581189256.8419418,46,0.9969220161437988
1581191080.8527257,47,0.9984824061393738
1581192914.4555852,48,0.9956609010696411
1581194750.6196957,49,0.9970075488090515
1581196579.1536293,50,0.9984610080718994
