Wall time,Step,Value
1581104713.1258736,0,0.19384832680225372
1581106495.3934352,1,0.6781164407730103
1581108275.4556966,2,0.7933481335639954
1581110052.9576368,3,0.8431087732315063
1581111833.1480663,4,0.8823742866516113
1581113608.1018476,5,0.896716833114624
1581115387.892179,6,0.9147357940673828
1581117170.2454932,7,0.9315364360809326
1581118946.1112068,8,0.9454728364944458
1581120721.5801759,9,0.9429078102111816
1581122499.7461421,10,0.9601786732673645
1581124280.1055927,11,0.9650093913078308
1581126056.3411472,12,0.9644109010696411
1581127830.9508913,13,0.9700965881347656
1581129614.0809636,14,0.9754830598831177
1581131395.2273455,15,0.9809550046920776
1581133173.4701586,16,0.9810618758201599
1581134955.015918,17,0.9788603186607361
1581136733.0358193,18,0.9845887422561646
1581138511.0952923,19,0.9832207560539246
1581140289.3945413,20,0.9742646813392639
1581142061.2181141,21,0.984417736530304
1581143838.5445645,22,0.9879232048988342
1581145618.2650115,23,0.990509569644928
1581147394.4678323,24,0.9902958273887634
1581149174.4620245,25,0.9907660484313965
1581150953.3728304,26,0.9939723014831543
1581152731.2346048,27,0.9936944246292114
1581154504.7453988,28,0.9943570494651794
1581156276.9505413,29,0.9926470518112183
1581158052.33906,30,0.9922623038291931
1581159826.6675105,31,0.9940364360809326
1581161601.315223,32,0.9928180575370789
1581163373.213514,33,0.9926470518112183
1581165147.718765,34,0.9953616857528687
1581166923.2936926,35,0.9970502853393555
1581168699.0154324,36,0.9974136352539062
1581170477.5725415,37,0.9944853186607361
1581172252.1209536,38,0.9972212910652161
1581174027.5091166,39,0.9967724084854126
1581175806.013207,40,0.9974777698516846
1581177583.043299,41,0.9926897883415222
1581179360.2680032,42,0.9974136352539062
1581181132.2578835,43,0.997926652431488
1581182905.2582195,44,0.9979479908943176
1581184677.8721046,45,0.9971784949302673
1581186449.1802638,46,0.996601402759552
1581188226.8724144,47,0.9990167617797852
1581190003.994068,48,0.9963235259056091
1581191776.8862276,49,0.9976915121078491
1581193550.1602292,50,0.998589277267456
1581195321.9991012,51,0.9982472658157349
1581197097.9012783,52,0.9983327388763428
1581198870.2751117,53,0.9975632429122925
1581200638.1126027,54,0.9987388849258423
1581202403.1987743,55,0.9990594983100891
1581204169.1635118,56,0.9986534118652344
1581205934.8416333,57,0.9990381598472595
1581207704.3722527,58,0.9970288872718811
1581209473.283231,59,0.9988884925842285
1581211246.679969,60,0.9993159770965576
1581213025.385448,61,0.9983968734741211
1581214805.1776862,62,0.9978411197662354
1581216584.8647456,63,0.9989740252494812
1581218363.4369276,64,0.9976701140403748
1581220133.2155929,65,0.9994656443595886
1581221901.3093636,66,0.9971357583999634
1581223672.72434,67,0.9984182715415955
1581225442.9797106,68,0.9985678791999817
1581227217.829302,69,0.9995297789573669
1581228989.6224985,70,0.9982045292854309
1581230760.7401178,71,0.9995297789573669
1581232532.9127376,72,0.9994869828224182
1581234304.027848,73,0.9988671541213989
1581236079.2482004,74,0.9992732405662537
1581237853.8169103,75,0.9989098906517029
1581239632.4060426,76,0.9989953637123108
1581241417.2092292,77,0.9983114004135132
1581243198.2901323,78,0.9997007250785828
1581244978.435415,79,0.9992519021034241
1581246759.7443476,80,0.9987388849258423
