Wall time,Step,Value
1582928114.6046774,0,0.195323184132576
1582930256.584026,1,0.2012653946876526
1582932395.5695326,2,0.3384062945842743
1582934534.4910448,3,0.4488714039325714
1582936672.4660897,4,0.4616107940673828
1582938808.561337,5,0.5552753210067749
1582940945.3879561,6,0.6681557893753052
1582943082.6163645,7,0.7749016880989075
1582945220.3253324,8,0.8027958273887634
1582947357.7752752,9,0.8217980265617371
1582949494.1402054,10,0.8141885995864868
1582951629.674127,11,0.844455361366272
1582953766.543309,12,0.8727770447731018
1582955904.645286,13,0.8884020447731018
1582958040.9113462,14,0.9072332382202148
1582960180.3112981,15,0.8993031978607178
1582962318.53028,16,0.9067843556404114
1582964456.4951282,17,0.9267057180404663
1582966594.03401,18,0.9306814074516296
1582968730.9261758,19,0.9328830242156982
1582970868.2172902,20,0.9346144199371338
1582973006.195741,21,0.949256181716919
1582975143.172778,22,0.9479950666427612
1582977280.9666076,23,0.9383122324943542
1582979417.0287251,24,0.9531891345977783
1582981554.2062802,25,0.9595801830291748
1582983692.836854,26,0.9631711840629578
1582985830.1891372,27,0.9595801830291748
1582987966.4547877,28,0.9668689966201782
1582990103.052903,29,0.9579770565032959
1582992238.9245753,30,0.9594091773033142
1582994375.5092287,31,0.9642398953437805
1582996512.0958295,32,0.9728966951370239
1582998647.8705933,33,0.9708020091056824
1583000786.507811,34,0.9734311103820801
1583002922.9419382,35,0.9755685925483704
1583005058.2827346,36,0.9675743579864502
1583007194.6928098,37,0.9719775915145874
1583009331.2833667,38,0.9801641702651978
1583011468.206774,39,0.9815962910652161
1583013606.5633056,40,0.978945791721344
1583015744.8532684,41,0.9740082025527954
1583017881.158004,42,0.9766587018966675
1583020017.7707112,43,0.9751838445663452
1583022153.1271176,44,0.9770007133483887
1583024289.3392155,45,0.982344388961792
1583026427.2883751,46,0.9805916547775269
1583028563.8713596,47,0.98574298620224
1583030701.146398,48,0.9852941036224365
1583032837.8953757,49,0.9808481335639954
1583034975.7890024,50,0.9867689609527588
1583037113.2605417,51,0.9809122681617737
1583039251.4982214,52,0.9831352829933167
1583041389.616522,53,0.9868758320808411
1583043528.1343248,54,0.9836909770965576
1583045665.7818232,55,0.9867476224899292
1583047805.083987,56,0.9884576201438904
1583049942.3435361,57,0.98984694480896
1583052079.2046304,58,0.9869827032089233
1583054216.7007282,59,0.9893553256988525
1583056354.0610678,60,0.9861704707145691
1583058491.9728453,61,0.9893767237663269
1583060628.5506492,62,0.9888423681259155
1583062765.7605867,63,0.9876025915145874
1583064903.103722,64,0.9913218021392822
1583067039.852483,65,0.9909157156944275
1583069177.3380442,66,0.991642415523529
1583071316.042485,67,0.9891629815101624
1583073453.4716465,68,0.9925829172134399
1583075591.0282898,69,0.9852086305618286
1583077728.8514729,70,0.9877094626426697
1583079867.4130778,71,0.9918989539146423
1583082004.3941803,72,0.9916852116584778
1583084141.8426313,73,0.9914928078651428
1583086279.3078742,74,0.9887995719909668
1583088416.1772995,75,0.9928821921348572
1583090553.4996152,76,0.9917065501213074
1583092690.5995095,77,0.9938226938247681
1583094828.675761,78,0.9931173324584961
1583096967.4078228,79,0.9932882785797119
1583099105.2711308,80,0.9929035305976868
1583101241.42825,81,0.9941646456718445
1583103376.871343,82,0.9936730265617371
1583105512.8609354,83,0.9941646456718445
1583107650.2279804,84,0.9952548146247864
1583109786.4760015,85,0.9895904660224915
1583111923.2920883,86,0.9942929148674011
1583114060.171947,87,0.9959601759910583
1583116198.1651452,88,0.995276153087616
1583118334.728363,89,0.9942074418067932
1583120471.53716,90,0.9949341416358948
1583122608.7429743,91,0.9949982762336731
1583124744.2439344,92,0.9931173324584961
1583126880.9838672,93,0.9960029125213623
1583129017.969626,94,0.9956395626068115
1583131154.918945,95,0.9958319067955017
1583133290.424547,96,0.9949769377708435
1583135428.799819,97,0.9939723014831543
1583137566.853423,98,0.9942501783370972
1583139704.0251794,99,0.9957677721977234
1583141841.031479,100,0.9952120184898376
1583143978.4624577,101,0.9966868758201599
1583146115.5258968,102,0.9957036375999451
1583148252.4277408,103,0.9957250356674194
1583150390.2369237,104,0.9953188896179199
1583152527.1352909,105,0.9947845339775085
1583154665.1360009,106,0.9962807893753052
1583156802.2323132,107,0.99589604139328
1583158940.0357432,108,0.9954898953437805
1583161077.299608,109,0.9960029125213623
1583163218.3287117,110,0.9973495006561279
1583165360.6517055,111,0.9947845339775085
