Wall time,Step,Value
1581170043.642773,0,0.20395861566066742
1581171849.2116754,1,0.4462423026561737
1581173659.8375812,2,0.6580454707145691
1581175470.8519871,3,0.7142826318740845
1581177278.522599,4,0.8071990609169006
1581179083.1245153,5,0.8406078815460205
1581180889.1283188,6,0.8616407513618469
1581182690.9871898,7,0.8816475868225098
1581184498.1986861,8,0.9211055040359497
1581186304.856818,9,0.9424375891685486
1581188112.2015712,10,0.9336525201797485
1581189914.6395159,11,0.9369656443595886
1581191718.6702611,12,0.9267911911010742
1581193521.6767275,13,0.9439979195594788
1581195322.493603,14,0.9563098549842834
1581197126.1838222,15,0.9595801830291748
1581198930.028158,16,0.9596870541572571
1581200740.67163,17,0.9737944602966309
1581202546.2161195,18,0.9758036732673645
1581204348.6653764,19,0.9766800403594971
1581206148.5522168,20,0.9683011174201965
1581207946.6711586,21,0.964026153087616
1581209744.5147457,22,0.9678094983100891
1581211548.8630745,23,0.9885216951370239
1581213352.7970626,24,0.9882224798202515
1581215158.3446434,25,0.9845673441886902
1581216957.769276,26,0.985037624835968
1581218759.9287195,27,0.9856147170066833
1581220559.0576916,28,0.9867262244224548
1581222353.3346064,29,0.9923691749572754
1581224152.1626096,30,0.9889492392539978
1581225956.0571582,31,0.9807626605033875
1581227758.0721822,32,0.9846956133842468
1581229566.1769335,33,0.9788603186607361
1581231371.9729285,34,0.9925615787506104
1581233176.0140595,35,0.9942074418067932
1581234980.0235639,36,0.9754403233528137
1581236779.8371189,37,0.9864270091056824
1581238584.9807742,38,0.9949982762336731
1581240388.0296192,39,0.989804208278656
1581242188.0386496,40,0.9877094626426697
1581243986.396685,41,0.9956395626068115
1581245789.1465287,42,0.996644139289856
1581247597.4841034,43,0.9933524131774902
1581249405.278753,44,0.9933310747146606
1581251209.5709772,45,0.9922623038291931
1581253014.5845802,46,0.9942074418067932
1581254821.2123637,47,0.9983968734741211
1581256626.143392,48,0.9976060390472412
1581258429.8748598,49,0.9969006776809692
1581260233.8766885,50,0.9964945316314697
1581262035.3033674,51,0.9963021278381348
1581263831.3235703,52,0.998674750328064
1581265633.7497272,53,0.997306764125824
1581267438.0285327,54,0.9964945316314697
1581269245.495121,55,0.9983327388763428
1581271046.4171195,56,0.998589277267456
1581272843.9749014,57,0.9970716238021851
1581274646.4962792,58,0.9968151450157166
1581276541.561883,59,0.9978411197662354
1581278354.0689828,60,0.9956395626068115
1581280156.3432586,61,0.9970288872718811
1581281959.2043712,62,0.9924547076225281
1581283756.5794842,63,0.9989953637123108
1581285562.5044816,64,0.996644139289856
1581287365.6134813,65,0.997926652431488
1581289177.799465,66,0.9993159770965576
1581290981.4836833,67,0.9972426295280457
1581292781.630685,68,0.9987816214561462
1581294587.6093225,69,0.9982686638832092
1581296391.8793392,70,0.9973708987236023
1581298195.6201997,71,0.997969388961792
1581300000.1177287,72,0.9969861507415771
1581301805.8845794,73,0.9982900023460388
1581303609.3624735,74,0.9986106157302856
1581305409.4289334,75,0.9981403946876526
1581307212.6124127,76,0.9985037446022034
1581309014.9348278,77,0.9988457560539246
1581310822.2360156,78,0.996601402759552
1581312622.07828,79,0.9981189966201782
1581314420.2864957,80,0.9981403946876526
1581316221.210037,81,0.9948700666427612
1581318025.2474227,82,0.9988884925842285
1581319824.2459285,83,0.9994656443595886
1581321622.2820828,84,0.9997221231460571
1581323421.862112,85,0.997969388961792
1581325224.3140812,86,0.9994015097618103
1581327022.7289617,87,0.9995297789573669
1581328818.91374,88,0.9985037446022034
1581330618.9984279,89,0.9996366500854492
1581332419.3657107,90,0.9975846409797668
1581334220.6809444,91,0.9991663694381714
1581336023.921101,92,0.9956181645393372
1581337825.2113595,93,0.9997007250785828
1581339625.5984666,94,0.9991450309753418
1581341428.998514,95,0.9989312291145325
1581343230.3077433,96,0.9996793866157532
1581345030.9736063,97,0.9993587732315063
1581346833.8939753,98,0.9989526271820068
1581348638.500185,99,0.9945921897888184
1581350444.3777473,100,0.9995938539505005
1581352249.7854695,101,0.9990167617797852
1581354050.5136414,102,0.9987602829933167
1581355852.3291218,103,0.999337375164032
1581357656.3154614,104,0.9994442462921143
1581359457.5549579,105,0.9975632429122925
1581361260.5826073,106,0.9992305040359497
1581363060.845252,107,0.9997221231460571
1581364859.161095,108,0.9996152520179749
1581366659.6383748,109,0.9994656443595886
1581368458.8410845,110,0.9997648596763611
1581370259.4796252,111,0.9993159770965576
1581372061.2408667,112,0.9993801116943359
1581373859.5850835,113,0.9997007250785828
1581375661.6638129,114,0.9988671541213989
1581377463.0962107,115,0.999294638633728
1581379266.8048594,116,0.9998931288719177
1581381073.279958,117,0.9998931288719177
1581382875.523527,118,0.9997435212135315
1581384678.3881674,119,0.999294638633728
1581386473.7033918,120,0.9993587732315063
1581388271.3569837,121,0.9997221231460571
1581390076.6107793,122,0.9991236329078674
1581391873.0279727,123,0.9997007250785828
1581393673.2876444,124,0.9994869828224182
1581395472.6447625,125,0.9983114004135132
1581397276.9081864,126,0.9998717308044434
1581399078.4599807,127,0.9998717308044434
1581400879.256535,128,0.9997648596763611
1581402672.7949085,129,0.9994869828224182
1581404472.5261414,130,0.9999145269393921
1581406271.9958506,131,0.9997007250785828
1581408069.1511917,132,0.9989312291145325
1581409861.5486202,133,0.9996366500854492
1581411664.6038785,134,0.9991877675056458
1581413473.6585114,135,0.9993801116943359
1581415284.0706215,136,0.9993801116943359
1581417094.8635602,137,0.9995083808898926
1581418903.4974892,138,0.9983541369438171
1581420712.8356614,139,0.9992519021034241
1581422522.529611,140,0.999957263469696
1581424332.354128,141,0.9997648596763611
1581426131.5352688,142,0.9995083808898926
1581427930.1358953,143,0.9997221231460571
1581429735.3556945,144,0.9997648596763611
1581431542.0082211,145,0.9998931288719177
1581433339.1022038,146,0.9998717308044434
1581435136.4377317,147,0.999957263469696
1581436939.1869898,148,0.9998076558113098
1581438743.3877661,149,0.9996366500854492
1581440546.482167,150,0.9995938539505005
1581442378.1455045,151,0.9997862577438354
1581444194.535892,152,0.9998717308044434
1581446011.7637136,153,0.9996366500854492
1581447828.812574,154,0.9998717308044434
1581449649.951481,155,0.9985251426696777
1581451459.2271633,156,0.9998076558113098
1581453302.6181793,157,0.999337375164032
1581455103.2479463,158,0.999957263469696
1581456907.2369661,159,0.9997007250785828
1581458707.5599632,160,0.9998289942741394
1581460515.1163073,161,0.9997862577438354
1581462320.3465705,162,1.0
1581464118.8976505,163,0.9998289942741394
1581465921.544415,164,0.9999145269393921
1581467725.9687622,165,0.9998289942741394
1581469529.8565679,166,0.9994015097618103
1581471331.2449446,167,0.9996579885482788
1581473133.3369954,168,0.9999786019325256
1581474939.4061313,169,0.9996366500854492
1581476744.557874,170,0.9992091059684753
1581478567.6325204,171,0.9997007250785828
1581480444.6685157,172,1.0
1581482319.069524,173,0.9999358654022217
1581484195.8035626,174,0.9995511174201965
1581486074.1015198,175,0.9997221231460571
1581487918.0514843,176,0.9994656443595886
1581489721.1058698,177,0.9999145269393921
1581491524.6388626,178,0.999957263469696
1581493327.810151,179,0.999957263469696
1581495130.3803372,180,0.9999145269393921
1581496933.8072414,181,0.9999358654022217
1581498733.7741802,182,0.9999145269393921
1581500530.9223027,183,0.9997435212135315
1581502333.910282,184,0.999957263469696
1581504136.9565408,185,0.9998503923416138
1581505943.7986841,186,0.9994229078292847
1581507747.2292974,187,1.0
1581509551.0706115,188,1.0
1581511357.9856472,189,0.9997648596763611
1581513157.7009795,190,0.9999145269393921
1581514961.6803615,191,0.9997435212135315
1581516812.6090384,192,0.9998717308044434
1581518618.7992468,193,0.9994869828224182
1581520432.4860415,194,1.0
1581522241.293393,195,0.9998717308044434
1581524049.322251,196,0.9994869828224182
1581525858.0204773,197,0.9998503923416138
1581527660.711527,198,0.9999786019325256
1581529466.69079,199,0.9994442462921143
1581531269.2729664,200,0.9998289942741394
1581533079.901117,201,0.9999145269393921
1581534887.7918143,202,0.999957263469696
1581536706.8154874,203,0.999957263469696
1581538511.266667,204,0.9999145269393921
1581540318.0156746,205,1.0
1581542141.609339,206,0.999957263469696
1581543950.6037312,207,0.9999358654022217
1581545758.819867,208,0.9998717308044434
1581547567.1850555,209,0.9999145269393921
1581549369.0465655,210,0.999957263469696
1581551169.0686097,211,0.9998503923416138
1581552969.2705975,212,0.9999786019325256
1581554773.078264,213,0.9996366500854492
1581556577.1734772,214,1.0
1581558382.4819217,215,0.9999786019325256
1581560202.6285205,216,0.9997435212135315
1581562011.9877384,217,0.9997435212135315
1581563818.691189,218,0.9998931288719177
1581565614.997531,219,1.0
1581567412.0375457,220,0.999957263469696
1581569213.5134327,221,1.0
1581571017.110233,222,0.9999145269393921
1581572821.4811647,223,0.9999145269393921
1581574622.9931023,224,0.9998289942741394
1581576426.2869217,225,0.999957263469696
1581578234.783157,226,0.9999358654022217
1581580038.317974,227,0.999957263469696
1581581841.0727842,228,0.9999786019325256
1581583653.1596649,229,0.9998931288719177
1581585458.932722,230,1.0
